test push
//========================================
Theta Lambda Entropy UtilMaxVariance UtilTimeAvgVariance
0.100000 16 4.377712 0.000745 0.000001
0.150000 16 4.186415 0.001328 0.000001
0.200000 16 3.930565 0.001592 0.000001
0.250000 16 3.587523 0.002094 0.000001
0.300000 16 3.338659 0.002521 0.000001
0.350000 16 3.330921 0.002980 0.000002
0.400000 16 3.287705 0.003177 0.000002
0.450000 16 3.199988 0.003425 0.000002
0.500000 16 3.245277 0.003723 0.000002
0.550000 16 3.330422 0.003874 0.000002
0.600000 16 3.314043 0.004260 0.000002
0.650000 16 3.309815 0.003954 0.000003
0.700000 16 3.231093 0.004420 0.000003
0.750000 16 3.105413 0.004306 0.000003
0.800000 16 3.216207 0.004307 0.000003
0.850000 16 2.970450 0.004198 0.000003
0.900000 16 2.768085 0.004567 0.000003
0.950000 16 2.382592 0.004576 0.000003
0.000000 17 -2.000000 0.000009 0.000000
0.050000 17 -2.000000 0.000111 0.000000
0.100000 17 4.363635 0.000803 0.000001
0.150000 17 4.156249 0.001395 0.000001
0.200000 17 3.965409 0.001735 0.000001
0.250000 17 3.629258 0.001958 0.000001
0.300000 17 3.316299 0.002529 0.000001
0.350000 17 3.211045 0.002880 0.000002
0.400000 17 3.156835 0.003207 0.000002
0.450000 17 3.193438 0.003325 0.000002
0.500000 17 3.361378 0.003770 0.000002
0.550000 17 3.233585 0.003759 0.000002
0.600000 17 3.287746 0.004159 0.000002
0.650000 17 3.186843 0.004178 0.000003
0.700000 17 3.253744 0.004204 0.000003
0.750000 17 3.240421 0.004386 0.000003
0.800000 17 3.204418 0.004275 0.000003
0.850000 17 2.946794 0.004385 0.000003
0.900000 17 2.815025 0.004627 0.000003
0.950000 17 2.347389 0.004560 0.000003
0.000000 18 -2.000000 0.000010 0.000000
0.050000 18 4.387971 0.000091 0.000000
0.100000 18 4.315211 0.000616 0.000000
0.150000 18 4.199595 0.001074 0.000001
0.200000 18 3.919760 0.001706 0.000001
0.250000 18 3.590953 0.001916 0.000001
0.300000 18 3.323770 0.002433 0.000001
0.350000 18 3.155985 0.002923 0.000002
0.400000 18 3.114004 0.003165 0.000002
0.450000 18 3.243228 0.003493 0.000002
0.500000 18 3.158816 0.003655 0.000002
0.550000 18 3.262454 0.003848 0.000002
0.600000 18 3.208663 0.003950 0.000002
0.650000 18 3.283514 0.003994 0.000003
0.700000 18 3.233979 0.004228 0.000003
0.750000 18 3.271607 0.004317 0.000003
0.800000 18 3.194228 0.004427 0.000003
0.850000 18 2.998075 0.004320 0.000003
0.900000 18 2.689366 0.004500 0.000003
0.950000 18 2.357731 0.004560 0.000003
0.000000 19 -2.000000 0.000024 0.000000
0.050000 19 4.386343 0.000089 0.000000
0.100000 19 4.290683 0.000614 0.000000
0.150000 19 4.201183 0.001217 0.000001
0.200000 19 3.974376 0.001594 0.000001
0.250000 19 3.628552 0.001991 0.000001
0.300000 19 3.266955 0.002490 0.000001
0.350000 19 3.180008 0.002887 0.000002
0.400000 19 3.100297 0.003012 0.000002
0.450000 19 3.158910 0.003360 0.000002
0.500000 19 3.197228 0.003505 0.000002
0.550000 19 3.193287 0.003827 0.000002
0.600000 19 3.177348 0.003991 0.000002
0.650000 19 3.209812 0.003922 0.000003
0.700000 19 3.248709 0.004113 0.000003
0.750000 19 3.143373 0.004283 0.000003
0.800000 19 3.105858 0.004291 0.000003
0.850000 19 3.007455 0.004415 0.000003
0.900000 19 2.670271 0.004598 0.000003
0.950000 19 2.409267 0.004544 0.000003
0.000000 20 -2.000000 0.000019 0.000000
0.050000 20 4.379816 0.000058 0.000000
0.100000 20 4.337879 0.000635 0.000001
0.150000 20 4.176165 0.001027 0.000001
0.200000 20 3.954863 0.001613 0.000001
0.250000 20 3.577494 0.002063 0.000001
0.300000 20 3.216286 0.002408 0.000001
0.350000 20 3.172402 0.002869 0.000002
0.400000 20 3.156129 0.003024 0.000002
0.450000 20 3.185726 0.003380 0.000002
0.500000 20 3.154621 0.003539 0.000002
0.550000 20 3.170374 0.003904 0.000002
0.600000 20 3.149849 0.004004 0.000002
0.650000 20 3.224844 0.004019 0.000003
0.700000 20 3.160029 0.004214 0.000003
0.750000 20 3.209034 0.004271 0.000003
0.800000 20 3.101154 0.004241 0.000003
0.850000 20 2.921915 0.004181 0.000003
0.900000 20 2.715719 0.004622 0.000003
0.950000 20 2.410040 0.004544 0.000003
0.000000 21 -2.000000 0.000026 0.000000
0.050000 21 4.381019 0.000069 0.000000
0.100000 21 4.299237 0.000558 0.000000
0.150000 21 4.189826 0.001178 0.000001
0.200000 21 3.933156 0.001574 0.000001
0.250000 21 3.620635 0.001826 0.000001
0.300000 21 3.193410 0.002317 0.000001
0.350000 21 3.113092 0.002784 0.000002
0.400000 21 3.063713 0.003035 0.000002
0.450000 21 3.089147 0.003241 0.000002
0.500000 21 3.098424 0.003585 0.000002
0.550000 21 3.331577 0.003812 0.000002
0.600000 21 3.215076 0.003946 0.000002
0.650000 21 3.144688 0.004128 0.000003
0.700000 21 3.145216 0.004114 0.000003
0.750000 21 3.129269 0.004303 0.000003
0.800000 21 3.060840 0.004330 0.000003
0.850000 21 2.980565 0.004451 0.000003
0.900000 21 2.764654 0.004606 0.000003
0.950000 21 2.325346 0.004611 0.000003
0.000000 22 -2.000000 0.000016 0.000000
0.050000 22 4.332798 0.000053 0.000000
0.100000 22 4.330010 0.000608 0.000000
0.150000 22 4.163822 0.000958 0.000001
0.200000 22 4.032244 0.001584 0.000001
0.250000 22 3.584480 0.001946 0.000001
0.300000 22 3.161878 0.002437 0.000001
0.350000 22 3.123207 0.002807 0.000002
0.400000 22 3.025835 0.003007 0.000002
0.450000 22 3.072244 0.003335 0.000002
0.500000 22 3.067230 0.003406 0.000002
0.550000 22 3.155609 0.003736 0.000002
0.600000 22 3.223327 0.004067 0.000002
0.650000 22 3.108433 0.003992 0.000003
0.700000 22 3.207989 0.004247 0.000003
0.750000 22 3.094146 0.004389 0.000003
0.800000 22 3.120620 0.004464 0.000003
0.850000 22 2.945247 0.004433 0.000003
0.900000 22 2.732590 0.004443 0.000003
0.950000 22 2.290123 0.004611 0.000003
0.000000 23 -2.000000 0.000008 0.000000
0.050000 23 4.376031 0.000073 0.000000
0.100000 23 4.305304 0.000521 0.000000
0.150000 23 4.176016 0.001001 0.000001
0.200000 23 4.003784 0.001358 0.000001
0.250000 23 3.635253 0.001605 0.000001
0.300000 23 3.168593 0.002273 0.000001
0.350000 23 3.033983 0.002748 0.000002
0.400000 23 3.001100 0.002887 0.000002
0.450000 23 3.098091 0.003266 0.000002
0.500000 23 3.057088 0.003524 0.000002
0.550000 23 3.039601 0.003807 0.000002
0.600000 23 3.077226 0.003887 0.000002
0.650000 23 3.072945 0.003964 0.000003
0.700000 23 3.095863 0.004167 0.000003
0.750000 23 3.141346 0.004369 0.000003
0.800000 23 3.117542 0.004517 0.000003
0.850000 23 2.938440 0.004241 0.000003
0.900000 23 2.774937 0.004436 0.000003
0.950000 23 2.286358 0.004611 0.000003
0.000000 24 -2.000000 0.000009 0.000000
0.050000 24 4.346524 0.000051 0.000000
0.100000 24 4.331414 0.000504 0.000000
0.150000 24 4.119610 0.001042 0.000001
0.200000 24 3.992529 0.001475 0.000001
0.250000 24 3.624525 0.001908 0.000001
0.300000 24 3.216480 0.002408 0.000001
0.350000 24 3.051948 0.002794 0.000002
0.400000 24 3.015400 0.003045 0.000002
0.450000 24 3.009297 0.003268 0.000002
0.500000 24 3.023295 0.003404 0.000002
0.550000 24 3.083246 0.003790 0.000002
0.600000 24 3.081003 0.003844 0.000002
0.650000 24 3.055786 0.004013 0.000002
0.700000 24 3.069948 0.004234 0.000003
0.750000 24 3.060432 0.004159 0.000003
0.800000 24 3.041498 0.004366 0.000003
0.850000 24 3.026149 0.004385 0.000003
0.900000 24 2.781444 0.004640 0.000003
0.950000 24 2.350447 0.004785 0.000003
0.000000 25 -2.000000 0.000010 0.000000
0.050000 25 4.381489 0.000073 0.000000
0.100000 25 4.254038 0.000419 0.000000
0.150000 25 4.166187 0.001110 0.000001
0.200000 25 3.991558 0.001420 0.000001
0.250000 25 3.611039 0.001863 0.000001
0.300000 25 3.238498 0.002149 0.000001
0.350000 25 3.006462 0.002657 0.000001
0.400000 25 3.058481 0.002970 0.000002
0.450000 25 3.010946 0.003177 0.000002
0.500000 25 3.086243 0.003603 0.000002
0.550000 25 3.041065 0.003663 0.000002
0.600000 25 3.096498 0.003930 0.000002
0.650000 25 3.147087 0.004101 0.000002
0.700000 25 3.005850 0.004005 0.000003
0.750000 25 3.244797 0.004498 0.000003
0.800000 25 3.002559 0.004412 0.000003
0.850000 25 2.948147 0.004420 0.000003
0.900000 25 2.724276 0.004510 0.000003
0.950000 25 2.375733 0.004736 0.000003
0.000000 26 -2.000000 0.000010 0.000000
0.050000 26 4.382288 0.000049 0.000000
0.100000 26 4.322879 0.000528 0.000000
0.150000 26 4.163418 0.001041 0.000001
0.200000 26 3.994054 0.001539 0.000001
0.250000 26 3.610200 0.001920 0.000001
0.300000 26 3.189434 0.002328 0.000001
0.350000 26 2.952959 0.002604 0.000001
0.400000 26 3.008784 0.002977 0.000002
0.450000 26 2.977712 0.003387 0.000002
0.500000 26 3.029896 0.003432 0.000002
0.550000 26 2.984285 0.003707 0.000002
0.600000 26 3.004612 0.003729 0.000002
0.650000 26 2.977045 0.003978 0.000002
0.700000 26 3.043454 0.004101 0.000003
0.750000 26 3.110095 0.004253 0.000003
0.800000 26 3.020696 0.004441 0.000003
0.850000 26 2.988767 0.004358 0.000003
0.900000 26 2.744062 0.004602 0.000003
0.950000 26 2.324559 0.004736 0.000003
0.000000 27 -2.000000 0.000026 0.000000
0.050000 27 4.377543 0.000056 0.000000
0.100000 27 4.317203 0.000520 0.000000
0.150000 27 4.164719 0.000982 0.000001
0.200000 27 4.001371 0.001666 0.000001
0.250000 27 3.653580 0.001782 0.000001
0.300000 27 3.174512 0.002255 0.000001
0.350000 27 2.962208 0.002637 0.000001
0.400000 27 2.942148 0.002889 0.000002
0.450000 27 3.002432 0.003185 0.000002
0.500000 27 2.999567 0.003458 0.000002
0.550000 27 3.043178 0.003707 0.000002
0.600000 27 3.026572 0.003939 0.000002
0.650000 27 3.045264 0.003903 0.000002
0.700000 27 3.010762 0.004089 0.000003
0.750000 27 3.035501 0.004170 0.000003
0.800000 27 3.054428 0.004592 0.000003
0.850000 27 3.007438 0.004422 0.000003
0.900000 27 2.687699 0.004351 0.000003
0.950000 27 2.475267 0.004836 0.000003
0.000000 28 -2.000000 0.000012 0.000000
0.050000 28 4.367981 0.000043 0.000000
0.100000 28 4.294254 0.000398 0.000000
0.150000 28 4.149060 0.001034 0.000001
0.200000 28 3.977899 0.001371 0.000001
0.250000 28 3.626064 0.001783 0.000001
0.300000 28 3.136638 0.002448 0.000001
0.350000 28 2.899647 0.002729 0.000001
0.400000 28 2.934483 0.002893 0.000002
0.450000 28 2.945207 0.003186 0.000002
0.500000 28 2.935218 0.003330 0.000002
0.550000 28 2.908870 0.003829 0.000002
0.600000 28 3.075249 0.003974 0.000002
0.650000 28 3.062961 0.004019 0.000002
0.700000 28 3.044901 0.004249 0.000003
0.750000 28 2.997430 0.004195 0.000003
0.800000 28 3.094311 0.004468 0.000003
0.850000 28 2.967939 0.004293 0.000003
0.900000 28 2.841687 0.004562 0.000003
0.950000 28 2.331374 0.004532 0.000003
0.000000 29 -2.000000 0.000017 0.000000
0.050000 29 -2.000000 0.000017 0.000000
0.100000 29 4.283965 0.000439 0.000000
0.150000 29 4.169252 0.000982 0.000001
0.200000 29 3.983269 0.001307 0.000001
0.250000 29 3.648441 0.001595 0.000001
0.300000 29 3.265418 0.002280 0.000001
0.350000 29 2.948813 0.002620 0.000001
0.400000 29 2.922001 0.002911 0.000002
0.450000 29 2.913271 0.003089 0.000002
0.500000 29 2.982127 0.003378 0.000002
0.550000 29 2.917687 0.003563 0.000002
0.600000 29 2.966748 0.003869 0.000002
0.650000 29 2.946302 0.004013 0.000002
0.700000 29 3.116570 0.004278 0.000003
0.750000 29 3.094381 0.004366 0.000003
0.800000 29 3.098975 0.004482 0.000003
0.850000 29 2.916939 0.004243 0.000003
0.900000 29 2.733961 0.004464 0.000003
0.950000 29 2.304544 0.004621 0.000003
0.000000 30 -2.000000 0.000006 0.000000
0.050000 30 4.378791 0.000069 0.000000
0.100000 30 4.282236 0.000391 0.000000
0.150000 30 4.111517 0.000657 0.000001
0.200000 30 3.951678 0.001471 0.000001
0.250000 30 3.627879 0.001949 0.000001
0.300000 30 3.151385 0.002261 0.000001
0.350000 30 2.872277 0.002738 0.000001
0.400000 30 2.860474 0.002864 0.000002
0.450000 30 2.906778 0.003159 0.000002
0.500000 30 2.910412 0.003349 0.000002
0.550000 30 2.938753 0.003938 0.000002
0.600000 30 2.949503 0.003801 0.000002
0.650000 30 3.107051 0.004034 0.000002
0.700000 30 3.180373 0.004149 0.000003
0.750000 30 3.035570 0.004210 0.000003
0.800000 30 3.112272 0.004483 0.000003
0.850000 30 2.934915 0.004302 0.000003
0.900000 30 2.775544 0.004393 0.000003
0.950000 30 2.306295 0.004637 0.000003
0.000000 31 -2.000000 0.000014 0.000000
0.050000 31 4.382653 0.000033 0.000000
0.100000 31 4.294479 0.000425 0.000000
0.150000 31 4.179472 0.000884 0.000001
0.200000 31 3.959850 0.001252 0.000001
0.250000 31 3.636526 0.001986 0.000001
0.300000 31 3.244693 0.002185 0.000001
0.350000 31 2.947254 0.002703 0.000001
0.400000 31 2.893999 0.002893 0.000002
0.450000 31 2.925402 0.003164 0.000002
0.500000 31 2.839374 0.003330 0.000002
0.550000 31 2.994221 0.003863 0.000002
0.600000 31 2.954053 0.003926 0.000002
0.650000 31 2.990697 0.004137 0.000002
0.700000 31 2.972716 0.004024 0.000003
0.750000 31 3.132468 0.004300 0.000003
0.800000 31 3.031075 0.004473 0.000003
0.850000 31 3.012148 0.004413 0.000003
0.900000 31 2.759347 0.004548 0.000003
0.950000 31 2.350602 0.004444 0.000003
0.000000 32 -2.000000 0.000017 0.000000
0.050000 32 -2.000000 0.000066 0.000000
0.100000 32 4.238978 0.000376 0.000000
0.150000 32 4.151678 0.000959 0.000001
0.200000 32 3.960761 0.001605 0.000001
0.250000 32 3.645966 0.001815 0.000001
0.300000 32 3.179145 0.002157 0.000001
0.350000 32 2.926246 0.002605 0.000001
0.400000 32 3.001167 0.002938 0.000002
0.450000 32 2.920658 0.003189 0.000002
0.500000 32 2.941112 0.003543 0.000002
0.550000 32 3.037149 0.003600 0.000002
0.600000 32 2.969310 0.003948 0.000002
0.650000 32 3.052907 0.004212 0.000002
0.700000 32 2.882002 0.004044 0.000003
0.750000 32 2.978998 0.004188 0.000003
0.800000 32 2.994187 0.004517 0.000003
0.850000 32 3.030670 0.004512 0.000003
0.900000 32 2.692999 0.004455 0.000003
0.950000 32 2.319002 0.004504 0.000003
0.000000 33 -2.000000 0.000013 0.000000
0.050000 33 4.238048 0.000033 0.000000
0.100000 33 4.262909 0.000365 0.000000
0.150000 33 4.142876 0.000908 0.000001
0.200000 33 4.000704 0.001599 0.000001
0.250000 33 3.677972 0.001758 0.000001
0.300000 33 3.131935 0.002320 0.000001
0.350000 33 2.924356 0.002669 0.000001
0.400000 33 2.846123 0.002864 0.000002
0.450000 33 2.900434 0.003105 0.000002
0.500000 33 2.918270 0.003258 0.000002
0.550000 33 2.946531 0.003782 0.000002
0.600000 33 2.847103 0.003774 0.000002
0.650000 33 2.976186 0.004035 0.000002
0.700000 33 2.983581 0.004111 0.000003
0.750000 33 3.001932 0.004154 0.000003
0.800000 33 2.902758 0.004420 0.000003
0.850000 33 2.821161 0.004271 0.000003
0.900000 33 2.872392 0.004405 0.000003
0.950000 33 2.279927 0.004495 0.000003
0.000000 34 -2.000000 0.000012 0.000000
0.050000 34 4.383141 0.000046 0.000000
0.100000 34 4.254921 0.000287 0.000000
0.150000 34 4.130598 0.000765 0.000001
0.200000 34 3.952818 0.001434 0.000001
0.250000 34 3.649698 0.001707 0.000001
0.300000 34 3.171058 0.002184 0.000001
0.350000 34 2.923468 0.002603 0.000001
0.400000 34 2.834090 0.002814 0.000002
0.450000 34 2.860648 0.003033 0.000002
0.500000 34 2.936051 0.003435 0.000002
0.550000 34 2.944016 0.003796 0.000002
0.600000 34 2.890269 0.003906 0.000002
0.650000 34 2.885130 0.003902 0.000002
0.700000 34 2.835258 0.004010 0.000003
0.750000 34 2.984780 0.004274 0.000003
0.800000 34 2.950240 0.004564 0.000003
0.850000 34 2.854059 0.004403 0.000003
0.900000 34 3.043394 0.004409 0.000003
0.950000 34 2.279927 0.004495 0.000003
0.000000 35 -2.000000 0.000023 0.000000
0.050000 35 4.316178 0.000042 0.000000
0.100000 35 4.293399 0.000303 0.000000
0.150000 35 4.120769 0.000885 0.000001
0.200000 35 3.937369 0.001401 0.000001
0.250000 35 3.673293 0.001872 0.000001
0.300000 35 3.218313 0.002196 0.000001
0.350000 35 2.863275 0.002631 0.000001
0.400000 35 2.950851 0.002812 0.000001
0.450000 35 2.899674 0.002949 0.000002
0.500000 35 2.908232 0.003339 0.000002
0.550000 35 2.881445 0.003538 0.000002
0.600000 35 2.927744 0.003917 0.000002
0.650000 35 2.942017 0.003759 0.000002
0.700000 35 3.115015 0.004192 0.000002
0.750000 35 2.864853 0.004271 0.000003
0.800000 35 2.897665 0.004361 0.000003
0.850000 35 2.906525 0.004403 0.000003
0.900000 35 2.795826 0.004563 0.000003
0.950000 35 2.485689 0.004470 0.000003
0.000000 36 -2.000000 0.000020 0.000000
0.050000 36 4.383244 0.000034 0.000000
0.100000 36 4.261302 0.000257 0.000000
0.150000 36 4.131612 0.000742 0.000001
0.200000 36 3.972045 0.001396 0.000001
0.250000 36 3.634846 0.001661 0.000001
0.300000 36 3.208732 0.001973 0.000001
0.350000 36 2.864673 0.002607 0.000001
0.400000 36 2.829111 0.002724 0.000002
0.450000 36 2.884031 0.003028 0.000002
0.500000 36 2.947266 0.003413 0.000002
0.550000 36 2.880629 0.003634 0.000002
0.600000 36 2.819198 0.003772 0.000002
0.650000 36 2.918502 0.004143 0.000002
0.700000 36 2.908914 0.004163 0.000003
0.750000 36 2.884821 0.004301 0.000003
0.800000 36 2.907627 0.004394 0.000003
0.850000 36 2.928651 0.004521 0.000003
0.900000 36 2.696508 0.004359 0.000003
0.950000 36 2.385127 0.004521 0.000003
0.000000 37 -2.000000 0.000014 0.000000
0.050000 37 4.387264 0.000034 0.000000
0.100000 37 4.248929 0.000294 0.000000
0.150000 37 4.149022 0.000773 0.000001
0.200000 37 3.936948 0.001321 0.000001
0.250000 37 3.649226 0.001781 0.000001
0.300000 37 3.151080 0.002243 0.000001
0.350000 37 2.858936 0.002565 0.000001
0.400000 37 2.838871 0.002779 0.000002
0.450000 37 2.812058 0.002927 0.000002
0.500000 37 2.890651 0.003521 0.000002
0.550000 37 2.926684 0.003638 0.000002
0.600000 37 2.846228 0.003870 0.000002
0.650000 37 2.929046 0.003943 0.000002
0.700000 37 2.895735 0.003992 0.000003
0.750000 37 2.908560 0.004178 0.000003
0.800000 37 3.020233 0.004351 0.000003
0.850000 37 2.878408 0.004483 0.000003
0.900000 37 2.616036 0.004409 0.000003
0.950000 37 2.372990 0.004664 0.000003
0.000000 38 -2.000000 0.000019 0.000000
0.050000 38 4.375193 0.000053 0.000000
0.100000 38 4.276216 0.000266 0.000000
0.150000 38 4.121993 0.000655 0.000001
0.200000 38 3.951092 0.001335 0.000001
0.250000 38 3.650389 0.001891 0.000001
0.300000 38 3.247768 0.002026 0.000001
0.350000 38 2.853932 0.002642 0.000001
0.400000 38 2.824138 0.002926 0.000002
0.450000 38 2.845383 0.003070 0.000002
0.500000 38 2.873323 0.003575 0.000002
0.550000 38 2.910785 0.003683 0.000002
0.600000 38 2.873968 0.003774 0.000002
0.650000 38 2.865298 0.003907 0.000002
0.700000 38 2.891859 0.004118 0.000003
0.750000 38 2.852473 0.004125 0.000003
0.800000 38 2.843029 0.004412 0.000003
0.850000 38 2.864880 0.004632 0.000003
0.900000 38 2.701965 0.004312 0.000003
0.950000 38 2.465822 0.004709 0.000003
0.000000 39 -2.000000 0.000013 0.000000
0.050000 39 4.381724 0.000049 0.000000
0.100000 39 4.253047 0.000326 0.000000
0.150000 39 4.137884 0.000820 0.000001
0.200000 39 3.955671 0.001372 0.000001
0.250000 39 3.653223 0.001839 0.000001
0.300000 39 3.142394 0.002201 0.000001
0.350000 39 2.793026 0.002567 0.000001
0.400000 39 2.867377 0.003061 0.000002
0.450000 39 2.966779 0.003110 0.000002
0.500000 39 2.843093 0.003423 0.000002
0.550000 39 2.839679 0.003410 0.000002
0.600000 39 2.807353 0.003748 0.000002
0.650000 39 2.869886 0.003930 0.000002
0.700000 39 2.848948 0.004033 0.000003
0.750000 39 2.868606 0.004187 0.000003
0.800000 39 2.961319 0.004261 0.000003
0.850000 39 2.962087 0.004492 0.000003
0.900000 39 2.765559 0.004310 0.000003
0.950000 39 2.461648 0.004717 0.000003
0.000000 40 -2.000000 0.000012 0.000000
0.050000 40 4.379207 0.000044 0.000000
0.100000 40 4.260258 0.000225 0.000000
0.150000 40 4.115218 0.000714 0.000001
0.200000 40 3.924904 0.001510 0.000001
0.250000 40 3.657404 0.001964 0.000001
0.300000 40 3.169018 0.002048 0.000001
0.350000 40 2.784831 0.002600 0.000001
0.400000 40 2.809815 0.002758 0.000002
0.450000 40 2.942701 0.003338 0.000002
0.500000 40 2.851160 0.003345 0.000002
0.550000 40 2.827780 0.003657 0.000002
0.600000 40 2.807620 0.003849 0.000002
0.650000 40 2.889769 0.003882 0.000002
0.700000 40 2.957418 0.004010 0.000003
0.750000 40 2.835881 0.004297 0.000003
0.800000 40 2.901116 0.004291 0.000003
0.850000 40 2.972311 0.004586 0.000003
0.900000 40 2.815355 0.004483 0.000003
0.950000 40 2.481184 0.004766 0.000003
0.000000 41 -2.000000 0.000013 0.000000
0.050000 41 4.315534 0.000032 0.000000
0.100000 41 4.243026 0.000215 0.000000
0.150000 41 4.089409 0.000756 0.000001
0.200000 41 3.930419 0.001488 0.000001
0.250000 41 3.686536 0.001769 0.000001
0.300000 41 3.179995 0.002119 0.000001
0.350000 41 2.736649 0.002533 0.000001
0.400000 41 2.846412 0.003042 0.000002
0.450000 41 2.834043 0.002932 0.000002
0.500000 41 2.795580 0.003325 0.000002
0.550000 41 2.806857 0.003869 0.000002
0.600000 41 2.870043 0.003782 0.000002
0.650000 41 2.856354 0.004023 0.000002
0.700000 41 2.759141 0.004078 0.000003
0.750000 41 2.912221 0.004112 0.000003
0.800000 41 2.916426 0.004360 0.000003
0.850000 41 2.888627 0.004632 0.000003
0.900000 41 2.714929 0.004302 0.000003
0.950000 41 2.514747 0.004819 0.000003
0.000000 42 -2.000000 0.000005 0.000000
0.050000 42 4.319472 0.000036 0.000000
0.100000 42 4.204424 0.000318 0.000000
0.150000 42 4.082921 0.000670 0.000001
0.200000 42 3.981842 0.001279 0.000001
0.250000 42 3.661722 0.001548 0.000001
0.300000 42 3.245656 0.001917 0.000001
0.350000 42 2.847830 0.002457 0.000001
0.400000 42 2.835604 0.003008 0.000002
0.450000 42 2.835256 0.003081 0.000002
0.500000 42 2.825940 0.003171 0.000002
0.550000 42 2.873612 0.003518 0.000002
0.600000 42 2.827335 0.003764 0.000002
0.650000 42 2.826518 0.003801 0.000002
0.700000 42 2.775268 0.004010 0.000003
0.750000 42 2.857475 0.004326 0.000003
0.800000 42 3.002730 0.004610 0.000003
0.850000 42 2.844780 0.004327 0.000003
0.900000 42 2.786792 0.004510 0.000003
0.950000 42 2.437100 0.004748 0.000003
0.000000 43 -2.000000 0.000016 0.000000
0.050000 43 4.312832 0.000025 0.000000
0.100000 43 4.251603 0.000209 0.000000
0.150000 43 4.094846 0.000653 0.000001
0.200000 43 3.957353 0.001387 0.000001
0.250000 43 3.669667 0.001822 0.000001
0.300000 43 3.211317 0.002075 0.000001
0.350000 43 2.830812 0.002540 0.000001
0.400000 43 2.797871 0.002769 0.000002
0.450000 43 2.794301 0.003156 0.000002
0.500000 43 2.772517 0.003150 0.000002
0.550000 43 2.803165 0.003791 0.000002
0.600000 43 2.878525 0.003803 0.000002
0.650000 43 2.946466 0.004128 0.000002
0.700000 43 2.917334 0.004126 0.000003
0.750000 43 2.871838 0.004165 0.000003
0.800000 43 2.837744 0.004308 0.000003
0.850000 43 2.846247 0.004396 0.000003
0.900000 43 2.952490 0.004622 0.000003
0.950000 43 2.460108 0.004770 0.000003
0.000000 44 -2.000000 0.000014 0.000000
0.050000 44 4.315456 0.000036 0.000000
0.100000 44 4.266822 0.000200 0.000000
0.150000 44 4.121901 0.000594 0.000001
0.200000 44 3.942682 0.001373 0.000001
0.250000 44 3.715638 0.001468 0.000001
0.300000 44 3.247736 0.001929 0.000001
0.350000 44 2.829157 0.002332 0.000001
0.400000 44 2.740408 0.003020 0.000002
0.450000 44 2.762565 0.003046 0.000002
0.500000 44 2.774393 0.003190 0.000002
0.550000 44 2.778453 0.003500 0.000002
0.600000 44 2.851634 0.003923 0.000002
0.650000 44 2.843820 0.004075 0.000002
0.700000 44 2.913321 0.004267 0.000003
0.750000 44 2.822361 0.004088 0.000003
0.800000 44 2.903571 0.004410 0.000003
0.850000 44 2.835258 0.004338 0.000003
0.900000 44 2.795461 0.004403 0.000003
0.950000 44 2.461375 0.004713 0.000003
0.000000 45 -2.000000 0.000017 0.000000
0.050000 45 4.384766 0.000036 0.000000
0.100000 45 4.251689 0.000165 0.000000
0.150000 45 4.095422 0.000717 0.000001
0.200000 45 3.932443 0.001131 0.000001
0.250000 45 3.725401 0.001214 0.000001
0.300000 45 3.212832 0.001824 0.000001
0.350000 45 2.755480 0.002509 0.000001
0.400000 45 2.765395 0.002771 0.000002
0.450000 45 2.875810 0.003025 0.000002
0.500000 45 2.791206 0.003171 0.000002
0.550000 45 2.732822 0.003521 0.000002
0.600000 45 2.739200 0.003740 0.000002
0.650000 45 2.836189 0.003940 0.000002
0.700000 45 2.835084 0.004087 0.000003
0.750000 45 2.923660 0.004226 0.000003
0.800000 45 2.914801 0.004357 0.000003
0.850000 45 3.051373 0.004740 0.000003
0.900000 45 2.751757 0.004393 0.000003
0.950000 45 2.392698 0.004611 0.000003
0.000000 46 -2.000000 0.000023 0.000000
0.050000 46 4.364040 0.000040 0.000000
0.100000 46 4.264991 0.000187 0.000000
0.150000 46 4.127520 0.000695 0.000001
0.200000 46 3.940590 0.001271 0.000001
0.250000 46 3.633670 0.001426 0.000001
0.300000 46 3.273279 0.001747 0.000001
0.350000 46 2.756458 0.002469 0.000001
0.400000 46 2.779765 0.002773 0.000002
0.450000 46 2.785898 0.003012 0.000002
0.500000 46 2.817293 0.003333 0.000002
0.550000 46 2.819726 0.003424 0.000002
0.600000 46 2.817389 0.003748 0.000002
0.650000 46 2.790152 0.003940 0.000002
0.700000 46 2.837240 0.004091 0.000003
0.750000 46 2.851689 0.004088 0.000003
0.800000 46 2.807005 0.004254 0.000003
0.850000 46 2.980376 0.004562 0.000003
0.900000 46 2.748817 0.004449 0.000003
0.950000 46 2.409612 0.004684 0.000003
0.000000 47 -2.000000 0.000023 0.000000
0.050000 47 4.262825 0.000041 0.000000
0.100000 47 4.224675 0.000255 0.000000
0.150000 47 4.083981 0.000758 0.000001
0.200000 47 3.985483 0.001253 0.000001
0.250000 47 3.671981 0.001680 0.000001
0.300000 47 3.204322 0.001798 0.000001
0.350000 47 2.734517 0.002541 0.000001
0.400000 47 2.686932 0.002853 0.000002
0.450000 47 2.780350 0.002930 0.000002
0.500000 47 2.815674 0.003632 0.000002
0.550000 47 2.775089 0.003518 0.000002
0.600000 47 2.739739 0.003623 0.000002
0.650000 47 2.845218 0.003950 0.000002
