time,PacketBouncewithTCP.client.tcp.SHI: reordering density
0.00005048,0
0.000082464,0
0.000087376,0
0.000126672,0
0.000136496,0
0.000141408,0
0.000151232,0
0.000215088,0
0.000224912,0
0.000234736,0
0.00024456,0
0.000249472,0
0.000259296,0
0.00026912,0
0.000278944,0
0.00039192,0
0.000401744,0
0.00041648,0
0.000421392,0
0.000436128,0
0.00044104,0
0.000455776,0
0.000460688,0
0.0004656,0
0.000475424,0
0.000485248,0
0.000495072,0
0.000504896,0
0.00051472,0
0.000524544,0
0.000534368,0
0.000954944,0
0.00096968,0
0.000999152,-31
0.001023712,-31
0.001028624,-31
0.001048272,-31
0.001058096,-31
0.001063008,5
0.001072832,5
0.00109248,5
0.001102304,5
0.001107216,5
0.001112128,-28
0.001121952,6
0.001136688,-28
0.0011416,-28
0.001146512,-28
0.00116616,-28
0.001171072,-28
0.001180896,-28
0.001196928,-28
0.00120184,-29
0.001206752,14
0.001227216,14
0.001232128,14
0.001241952,14
0.001256688,14
0.001266512,14
0.001271424,14
0.001276336,14
0.00128616,14
0.001295984,14
0.001305808,14
0.001315632,14
0.001328088,14
0.001333,-31
0.001337912,-31
0.001347736,16
0.00135756,16
0.001362472,-31
0.001372296,17
0.00138212,17
0.001391944,17
0.001401768,17
0.001411592,17
0.001421416,17
0.00143124,17
0.001441064,17
0.001450888,17
0.001460712,-40
0.00148036,-42
0.001505976,-45
0.001520712,-46
0.001530536,-46
0.00154036,-46
0.001850488,23
0.001865784,18
0.001881912,18
0.001911384,-45
0.001916296,-45
0.001921208,-45
0.00195068,-45
0.001960504,-45
0.001965416,-45
0.001994888,-45
0.002004712,-45
0.002009624,-45
0.002060136,26
0.002084696,19
0.002085992,18
0.002095816,18
0.002103648,18
0.00210856,18
0.002113472,18
0.002118384,18
0.002123296,18
0.002128208,18
0.002131448,-44
0.00213636,19
0.002141272,19
0.002146184,19
0.00216092,-42
0.002165832,20
0.002170744,20
0.002180568,-42
0.002190392,-42
0.002200216,-42
0.002205128,-44
0.00221004,-44
0.002219864,25
0.002229688,25
0.002239512,23
0.002244424,23
0.002249336,22
0.002254248,22
0.00225916,22
0.002264072,22
0.002268984,22
0.002273896,22
0.002278808,22
0.002280776,22
0.002285688,22
0.0022906,22
0.002295512,22
0.002300424,22
0.002305336,22
0.002310248,22
0.00231516,22
0.002320072,22
0.002324984,22
0.002329896,22
0.00233704,21
0.002341952,21
0.002351776,20
0.002356688,20
0.002366512,20
0.002371424,19
0.00245984,-53
0.002464752,-53
0.002474576,-53
0.002494224,-53
0.00289176,20
0.002896672,20
0.00291632,11
0.002921232,11
0.002926144,11
0.002931056,11
0.00294088,11
0.002950704,11
0.002960528,11
0.002970352,11
0.002980176,11
0.002994912,10
0.003004736,9
0.003009648,9
0.00301204,6
0.003016952,6
0.003021864,4
0.003026776,4
0.003031688,4
0.0030366,4
0.003041512,4
0.003046424,4
0.003051336,4
0.003056248,4
0.003070984,-55
0.003080808,-55
0.00308572,6
0.003095544,-56
0.003105368,-56
0.00311028,8
0.003115192,8
0.003120104,-55
0.003125016,-55
0.003129928,-55
0.00313484,11
0.003136808,11
0.003140048,-54
0.00314496,12
0.003149872,12
0.003154784,12
0.003159696,12
0.003164608,12
0.00316952,12
0.003174432,12
0.003179344,12
0.003184256,12
0.003189168,12
0.00319408,12
0.003198992,12
0.003203904,12
0.003208816,12
0.003213728,12
0.00321864,12
0.003227408,12
0.00323232,12
0.003237232,12
0.003247056,12
0.00326564,12
0.003270552,-56
0.003285288,13
0.003295112,-58
0.003300024,14
0.003309848,14
0.003354056,-59
0.003368792,-60
0.003393352,-61
0.003408088,-62
0.003427736,-62
0.003432648,-62
0.00395468,16
0.003959592,16
0.003964504,16
0.00397924,16
0.003993976,16
0.0040038,16
0.004013624,16
0.004023448,16
0.004033272,16
0.004043096,16
0.00405292,16
0.004062744,16
0.004072568,16
0.004082392,16
0.004087304,16
0.004097128,16
0.00410204,16
0.004111864,16
0.004116776,16
0.0041266,16
0.004136424,16
0.004146248,16
0.004156072,16
0.004165896,16
0.00417572,16
0.004185544,16
0.004190456,14
0.004195368,14
0.004205192,12
0.004210104,9
0.004215016,8
0.004219928,8
0.00422484,8
0.004229752,8
0.004234664,8
0.004239576,8
0.004244488,8
0.0042494,8
0.004254312,8
0.004259224,8
0.004264136,8
0.004269048,8
0.00427396,8
0.0042776,8
0.004282512,8
0.004287424,8
0.004292336,8
0.004297248,8
0.00430216,8
0.004307072,8
0.004315072,8
0.004319984,8
0.004324896,8
0.004329808,7
0.00433472,7
0.004339632,7
0.004346328,6
0.00435124,6
0.004358816,6
0.004403024,5
0.004407936,4
0.004412848,3
0.004481072,0
0.004490896,-72
0.004515456,-74
0.00452528,-74
0.004554752,-75
0.004559664,-75
0.004569488,-75
0.00459896,-75
0.004603872,-75
0.004613696,-75
0.004643168,-75
0.00464808,-75
0.004657904,-75
0.005281304,12
0.005286216,12
0.005291128,12
0.00529604,12
0.005300952,12
0.005305864,12
0.005310776,12
0.005315688,12
0.0053206,12
0.005325512,12
0.005330424,12
0.005335336,12
0.005340248,12
0.00534516,12
0.005350072,12
0.005354984,12
0.005359896,12
0.005364808,12
0.00536972,12
0.005374632,12
0.005379544,12
0.005384456,12
0.005389368,12
0.00539428,12
0.005399192,12
0.005404104,12
0.005409016,12
0.005413928,12
0.00541884,12
0.005423752,12
0.005428664,12
0.005433576,12
0.005438488,12
0.0054434,12
0.005448312,12
0.005453224,12
0.005458136,12
0.005463048,12
0.00546796,12
0.005472872,12
0.005477784,12
0.005482696,12
0.005487608,12
0.00549252,12
0.005497432,12
0.005502344,12
0.005507256,12
0.005512168,12
0.00551708,12
0.005521992,12
0.005526904,12
0.005531392,12
0.005536304,12
0.005541216,12
0.005546128,12
0.00555104,12
0.005555952,12
0.005560864,12
0.005565776,12
0.005570688,12
0.0055756,12
0.005585424,12
0.00560016,12
0.005614896,12
0.005629632,12
0.005644368,12
0.005659104,12
0.00567384,12
0.005688576,12
0.005703312,12
0.005718048,12
0.005732784,12
0.005742608,11
0.005752432,11
0.005757344,9
0.005762256,0
0.005767168,0
0.00577208,0
0.005776992,0
0.005781904,0
0.005786816,0
0.005791728,0
0.00579664,0
0.005801552,0
0.005806464,0
0.005811376,0
0.005816288,0
0.0058212,0
0.005826112,0
0.005831024,0
0.005835936,0
0.005840848,0
0.00584576,0
0.005850672,0
0.005855584,0
0.005860496,0
0.005865408,0
0.005875232,-57
0.005880144,-57
0.005889968,-57
0.00591944,-57
0.005924352,-57
0.005934176,-57
0.005963648,-58
0.005973472,-58
0.005983296,-58
0.006007856,-58
0.00601768,-58
0.006027504,-58
0.006052064,-58
0.006061888,-58
0.006071712,-58
0.006096272,-58
0.006106096,-58
0.00611592,-58
0.00614048,-58
0.006150304,-58
0.006160128,-58
0.006184688,-58
0.006194512,-58
0.006204336,-58
0.006228896,-58
0.00623872,-58
0.006248544,-58
0.006273104,-58
0.006278016,-58
0.006666064,29
0.006670976,29
0.006675888,29
0.0066808,29
0.006685712,29
0.006690624,29
0.006695536,29
0.006700448,29
0.00670536,29
0.006710272,29
0.006715184,29
0.006720096,29
0.006725008,29
0.00672992,29
0.006734832,29
0.006739744,29
0.006744656,29
0.006749144,29
0.006754056,29
0.006758968,29
0.00676388,29
0.006768792,29
0.006773704,29
0.006778616,29
0.006783528,29
0.00678844,29
0.006793352,29
0.006802752,29
0.006807664,29
0.006812576,29
0.006817488,29
0.0068224,29
